Age [ka],r (GoM/GRIP d18O),r (GoM/GRIP T),r (GoM/PaTh),r (GoM/Badgeley),p (GoM/GRIP d18O),p (GoM/GRIP T),p (GoM/PaTh),p (GoM/Badgeley),npoints (GoM/GRIP d18O),npoints (GoM/GRIP T),npoints (GoM/PaTh),npoints (GoM/Badgeley)
19.1,0.10387661997983837,0.09368676499137453,0.24087183770923032,-0.09660261564965916,0.6915537139448102,0.7206085229910482,0.5324098345001809,0.7122554666401213,17.0,17.0,9.0,17.0
19.2,0.12901053005395569,0.12261456297701917,0.20080837441224028,0.0158987007565952,0.6216746750733945,0.6391977453087101,0.6044148675360752,0.9517078429587271,17.0,17.0,9.0,17.0
19.3,-0.09057288548616768,-0.1052572496304195,0.2279952762978722,-0.07728655279695983,0.7386891185382591,0.6980480735001298,0.5870923503056291,0.7760316831615187,16.0,16.0,8.0,16.0
19.4,-0.3184317668882728,-0.299948728584865,0.4932128197481413,0.28923729362685585,0.22935982455383574,0.2590218457207449,0.17728239338034005,0.2772414849299835,16.0,16.0,9.0,16.0
19.5,-0.21976060981977458,-0.2100188839557452,0.40516246723237687,0.21657006081359093,0.39671009950607605,0.4184830156246072,0.24542806703689668,0.4037725367840568,17.0,17.0,10.0,17.0
19.6,-0.1582737576943738,-0.1482559457203154,0.40516246723237687,0.21413034010834345,0.5440388190985508,0.5701247336063966,0.24542806703689668,0.4258318301363502,17.0,17.0,10.0,16.0
19.7,-0.20081687293622055,-0.19161491389871524,0.5299406509878924,0.39012873887864935,0.4396140875107303,0.4612806431046492,0.17672146715838263,0.1678887117016119,17.0,17.0,8.0,14.0
19.8,-0.23128116871043322,-0.22162752470162037,0.2702042169434017,0.3421507242703853,0.3717721581354726,0.39260878352470396,0.4819445716101409,0.27632454718031774,17.0,17.0,9.0,12.0
19.9,0.0658998442004358,0.06420144130084439,0.3422573018080974,0.28944608362318275,0.8084086612993477,0.8132642911536563,0.45239053958823766,0.4172692163217272,16.0,16.0,7.0,10.0
20.0,0.22343736437484538,0.22071756231240752,0.2842657071818541,0.1890837169952321,0.4234252849734613,0.42923690965898276,0.5850867676300183,0.6538276998086099,15.0,15.0,6.0,8.0
20.1,0.1277564422594436,0.1393896400691098,0.30208353258342197,0.17318720046325553,0.6500160284299332,0.6202827819138219,0.6213078917866268,0.7428164709863154,15.0,15.0,5.0,6.0
20.2,0.08418454921995074,0.09939480520083593,0.28956859375375554,0.537279628349228,0.7654825636700224,0.7245139253110406,0.7104314062462445,0.46272037165077196,15.0,15.0,4.0,4.0
20.3,-0.01110740719141934,0.004449639578183774,-0.86000092662848,0.2322441775880191,0.9674342628202306,0.9869514272049689,0.3409257007448168,0.85078631161412,16.0,16.0,3.0,3.0
20.4,0.02371254397590581,0.043133595539294606,-0.86000092662848,0.0,0.9305383224069808,0.8739750522780145,0.3409257007448168,,16.0,16.0,3.0,1.0
20.5,0.13907978007306548,0.1611554795441802,-1.0,,0.6074616870524224,0.5510079057390588,0.0,,16.0,16.0,2.0,
20.6,-0.10941783772740649,-0.07813286930375063,-1.0,,0.6866662851927953,0.7736383418754487,0.0,,16.0,16.0,2.0,
20.7,-0.16921816624346583,-0.1342282164902355,0.0,,0.5309800765188883,0.6201677757249476,,,16.0,16.0,1.0,
20.8,-0.07320849073248399,-0.032872885339842624,0.0,,0.7875903968492326,0.9038044266324678,,,16.0,16.0,1.0,
20.9,-0.10825821642526619,-0.06952111213246914,0.0,,0.6791816390179026,0.7909096033108539,,,17.0,17.0,1.0,
21.0,0.004568890972893647,0.042260593486194056,0.0,,0.986115062301837,0.8720590586519732,,,17.0,17.0,1.0,
21.1,0.2709426739312927,0.2800566228966929,0.0,,0.2928580986817262,0.2762763446444918,,,17.0,17.0,1.0,
21.2,0.22779517675197178,0.2396885227781169,0.0,,0.3792243395977708,0.3541378358667362,,,17.0,17.0,1.0,
21.3,0.32767698602918527,0.3315901015903062,0.0,,0.2331587310282896,0.22729283429014552,,,15.0,15.0,1.0,
21.4,0.2555100014133623,0.26270249255408673,0.0,,0.3580312621845617,0.34418143799251866,,,15.0,15.0,1.0,
21.5,0.1427336579371883,0.14226914665582344,1.0,,0.5979611139407647,0.5991655744501091,0.0,,16.0,16.0,2.0,
21.6,-0.07835378067634698,-0.07259042500215278,1.0,,0.7730139289895376,0.789345914199119,0.0,,16.0,16.0,2.0,
21.7,-0.17451864119859525,-0.17292000941248054,1.0,,0.5029084014138265,0.5068894534045993,0.0,,17.0,17.0,2.0,
21.8,-0.2575513906286782,-0.2566342896519794,0.0,,0.31828145313752065,0.3200684846922743,,,17.0,17.0,1.0,
21.9,-0.2154972620230034,-0.22131275201034623,0.0,,0.4228126216054041,0.41009287379842474,,,16.0,16.0,1.0,
22.0,-0.172610162216502,-0.18120082342355145,0.0,,0.538445426721057,0.5180920697575171,,,15.0,15.0,1.0,
22.1,-0.28061566877239846,-0.28126756212628223,1.0,,0.31102247606232164,0.309852009996112,0.0,,15.0,15.0,2.0,
22.2,-0.47455109447381905,-0.4785431781715271,1.0,,0.0738817564425813,0.07114987773448382,0.0,,15.0,15.0,2.0,
22.3,-0.44450397252707957,-0.45042268323926854,1.0,,0.08451993820574817,0.07997729265346845,0.0,,16.0,16.0,2.0,
22.4,-0.45630810724518567,-0.4615983199196253,1.0,,0.07563739210016175,0.07188422005520198,0.0,,16.0,16.0,2.0,
22.5,-0.12087815872211675,-0.16767861452215932,1.0,,0.6678330910845667,0.5502861608902114,0.0,,15.0,15.0,2.0,
22.6,-0.11363877830169503,-0.16135229125234476,1.0,,0.6988955865684044,0.581585640209472,0.0,,14.0,14.0,2.0,
22.7,-0.11280747446917935,-0.15810061791690336,1.0,,0.7136749191983087,0.6059476536016266,0.0,,13.0,13.0,2.0,
22.8,0.005012317335003973,-0.04257982755487698,1.0,,0.9876654134939886,0.8954666018796396,0.0,,12.0,12.0,2.0,
22.9,-0.007619473407261286,-0.05082018962951208,1.0,,0.9793758430383821,0.8630185027169187,0.0,,14.0,14.0,2.0,
23.0,-0.1921639478233727,-0.23457950524100382,1.0,,0.5104397121257194,0.4195269883018442,0.0,,14.0,14.0,2.0,
23.1,-0.21232366993299384,-0.24556399913603344,0.0,,0.4861705165163057,0.41870067079261275,,,13.0,13.0,1.0,
23.2,-0.21645255880917244,-0.25053283224114103,0.0,,0.49922740040990077,0.4322236862449147,,,12.0,12.0,1.0,
23.3,-0.19941568396093717,-0.2311675214124637,,,0.5807152745420201,0.5204883268210223,,,10.0,10.0,,
23.4,-0.406945749984486,-0.4239325030078242,,,0.3170317755633579,0.29522764305453486,,,8.0,8.0,,
23.5,-0.43999606739789654,-0.45376134558069847,,,0.32319291407397044,0.30646264381866095,,,7.0,7.0,,
23.6,-0.43999606739789654,-0.45376134558069847,,,0.32319291407397044,0.30646264381866095,,,7.0,7.0,,
23.7,-0.7755481246003438,-0.7680852305254836,,,0.12326159323804224,0.12930334075676053,,,5.0,5.0,,
23.8,-0.8726499864303032,-0.871810673265592,,,0.12735001356969677,0.12818932673440797,,,4.0,4.0,,
23.9,-1.0,-1.0,,,0.0,0.0,,,2.0,2.0,,
24.0,,,,,,,,,,,,
24.1,,,,,,,,,,,,
24.2,,,,,,,,,,,,
24.3,,,,,,,,,,,,
24.4,,,,,,,,,,,,
24.5,,,,,,,,,,,,
24.6,,,,,,,,,,,,
24.7,,,,,,,,,,,,
24.8,,,,,,,,,,,,
24.9,,,,,,,,,,,,
25.0,,,,,,,,,,,,
25.1,,,,,,,,,,,,
25.2,,,,,,,,,,,,
25.3,,,,,,,,,,,,
25.4,,,,,,,,,,,,
25.5,,,,,,,,,,,,
25.6,,,,,,,,,,,,
25.7,,,,,,,,,,,,
25.8,,,,,,,,,,,,
25.9,,,,,,,,,,,,
26.0,,,,,,,,,,,,
26.1,,,,,,,,,,,,
26.2,,,,,,,,,,,,
26.3,,,,,,,,,,,,
26.4,,,,,,,,,,,,
26.5,,,,,,,,,,,,
26.6,,,,,,,,,,,,
26.7,,,,,,,,,,,,
26.8,,,,,,,,,,,,
26.9,,,,,,,,,,,,
27.0,,,,,,,,,,,,
27.1,,,,,,,,,,,,
27.2,,,,,,,,,,,,
27.3,,,,,,,,,,,,
27.4,,,,,,,,,,,,
27.5,,,,,,,,,,,,
27.6,,,,,,,,,,,,
27.7,,,,,,,,,,,,
27.8,,,,,,,,,,,,
27.9,,,,,,,,,,,,
28.0,,,,,,,,,,,,
28.1,,,,,,,,,,,,
28.2,,,,,,,,,,,,
28.3,,,,,,,,,,,,
28.4,,,,,,,,,,,,
28.5,,,,,,,,,,,,
28.6,,,,,,,,,,,,
28.7,,,,,,,,,,,,
28.8,,,,,,,,,,,,
28.9,,,,,,,,,,,,
29.0,,,,,,,,,,,,
29.1,,,,,,,,,,,,
29.2,,,,,,,,,,,,
29.3,,,,,,,,,,,,
29.4,,,,,,,,,,,,
29.5,,,,,,,,,,,,
29.6,,,,,,,,,,,,
29.7,,,,,,,,,,,,
29.8,,,,,,,,,,,,
29.9,,,,,,,,,,,,
30.0,,,,,,,,,,,,
