Age [ka],d18O GRIP,T GRIP,d18O GoM,Pa/Th
32.05,-40.04750000000001,-44.397061562499985,,
32.1,-39.38,-42.151223874999985,,
32.15,-38.8475,-40.40539943749995,,
32.2,-38.5875,-39.622870437499955,,
32.25,-38.635,-39.76566624999997,,
32.3,-38.775,-40.185248874999985,,
32.35,-38.541999999999994,-39.485399449999996,,
32.4,-38.84166666666667,-40.55233629166664,,
32.45,-39.89,-44.28172037499999,,
32.5,-41.315,-49.22312662500002,,
32.55,-40.905,-47.54788712499996,,
32.6,-41.425,-49.63254112499996,,
32.65,-41.626666666666665,-50.44319116666662,,
32.7,-41.665,-50.59584412499993,,
32.75,-41.39,-49.47167849999997,,
32.8,-41.765,-51.07393162499997,,
32.85,-42.195,-52.85737812499994,,
32.9,-42.075,-52.332876124999956,,
32.95,-41.80500000000001,-51.19640562499998,,
33.0,-42.395,-53.88196762499999,,
33.05,-42.53333333333333,-54.426038166666636,,
33.1,-41.62,-50.54300149999998,,
33.15,-41.004999999999995,-47.975462625000006,,
33.2,-41.875,-51.506792625,,
33.25,-41.625,-50.50840512499997,,
33.3,-40.906666666666666,-47.57738316666663,,
33.35,-40.2625,-45.22886918749998,,
33.4,-39.435,-42.28620762499998,,
33.45,-38.9625,-40.77661781249997,,
33.5,-38.915,-40.622762874999964,,
33.55,-38.924,-40.67833019999997,,
33.6,-38.236000000000004,-38.71945569999998,,
33.65,-38.58,-39.92717099999998,,
33.7,-40.446666666666665,-46.07849566666665,,
33.75,-41.545,-50.11246012500001,,
33.8,-41.260000000000005,-48.94083225000003,,
33.85,-41.513333333333335,-49.98096383333334,,
33.9,-41.3,-49.15364649999998,,
33.95,-41.019999999999996,-48.02303624999996,,
34.0,-40.82,-47.287466249999994,,
34.05,-40.754999999999995,-47.024507124999985,,
34.1,-41.44,-49.67174099999994,,
34.15,-41.68,-50.65883699999995,,
34.2,-41.375,-49.435520124999954,,
34.25,-41.17666666666667,-48.61501774999996,,
34.3,-41.52,-50.01984333333329,,
34.35,-41.75,-50.96156249999996,0.6511830962697522,
34.4,-41.31,-49.15619208333334,0.6511830962697522,
34.45,-40.98666666666667,-47.89170816666668,,
34.5,-41.215,-48.851299125000025,0.0429937378276082,
34.55,-41.34,-49.32282100000003,0.0429937378276082,
34.6,-41.225,-48.83899012499998,,
34.65,-40.56333333333334,-46.506095916666624,,
34.7,-39.57,-42.92596624999997,-0.0943500603579947,
34.75,-39.154999999999994,-41.42451024999997,-0.0943500603579947,
34.8,-39.5275,-42.60599893749998,,
34.85,-39.975,-44.116860625000015,0.0796229360103885,
34.9,-39.81,-43.56867975000001,0.0796229360103885,
34.95,-39.27666666666667,-41.75574408333332,,
35.0,-38.644999999999996,-39.861513374999994,,
35.05,-38.324999999999996,-38.865301125,0.385131332067528,
35.1,-38.266000000000005,-38.717459749999996,0.385131332067528,
35.15,-38.080000000000005,-38.22125387499999,,
35.2,-38.34,-38.936138375,0.2721942100122022,
35.25,-38.2875,-38.7725566875,0.2721942100122022,
35.3,-38.1425,-38.412576187499994,,
35.35,-37.932,-37.829386299999996,0.4419119831449454,
35.4,-38.5975,-39.734406312499964,0.4419119831449454,
35.45,-39.97,-44.36565174999998,0.7109774808650541,
35.5,-41.5,-49.934004833333326,0.7109774808650541,
35.55,-40.815,-47.20918062499996,0.7464438926820262,
35.6,-40.95,-47.74701049999996,0.7464438926820262,
35.65,-41.075,-48.21997612499996,,
35.7,-40.935,-47.66249612499996,0.8273554474021511,
35.75,-41.33,-49.23614649999999,0.8273554474021511,
35.8,-41.56,-50.15997600000003,,
35.85,-41.69,-50.704162499999995,0.170831323969419,
35.9,-42.7,-55.24315299999992,0.170831323969419,
35.95,-42.480000000000004,-54.32984499999992,,
36.0,-41.33,-49.22367249999999,,
36.05,-40.915000000000006,-47.602298625,,
36.1,-40.82,-47.226020249999976,0.3868824946283946,
36.15,-41.33,-49.23720524999996,0.3868824946283946,
36.2,-41.553333333333335,-50.166552166666634,,
36.25,-41.53333333333333,-50.08398616666665,0.2701789718804922,
36.3,-41.67,-50.61803524999999,0.06577491463522991,
36.35,-41.585,-50.27089312499996,-0.1386291426100324,
36.4,-41.05,-48.129194499999954,-0.6011088925225567,
36.45,-41.00666666666667,-47.95447233333332,-0.6011088925225567,
36.5,-40.53,-46.146026500000005,-0.760458063979435,
36.55,-40.004999999999995,-44.22222962499998,-0.760458063979435,
36.6,-39.62666666666667,-42.958464833333316,-0.6117616569757728,
36.65,-39.0575,-41.12450243749999,-0.24299639246524105,
36.7,-38.84,-40.39811949999998,0.1257688720452907,
36.75,-39.153333333333336,-41.36195233333331,0.1215442918725113,
36.8,-39.6575,-43.08753631249999,-0.3632475535260565,
36.85,-40.28666666666667,-45.22948449999998,-0.8480393989246242,
36.9,-39.52,-42.62521983333331,-0.5923157578626479,
36.95,-39.559999999999995,-42.73916287499996,0.016889041992358078,
37.0,-39.7325,-43.300494937499984,0.626093841847364,
37.05,-39.29,-41.81113458333336,0.351047185797587,
37.1,-38.733333333333334,-40.090566833333305,0.351047185797587,
37.15,-38.541999999999994,-39.50967754999998,0.1239121419229971,
37.2,-38.402,-39.15885014999999,0.19149456162166645,
37.25,-38.555,-39.63020262499998,0.2590769813203358,
37.3,-38.74,-40.07319462499997,-0.1688500070510797,
37.35,-38.542500000000004,-39.480303562499984,-0.1688500070510797,
37.4,-38.4,-39.06938549999997,,
37.45,-38.025999999999996,-38.02175484999995,,
37.5,-38.135,-38.34474537499996,-0.1160681899798866,
37.55,-38.18,-38.464741624999974,-0.1160681899798866,
37.6,-38.136,-38.32284189999997,0.1412518692923475,
37.65,-38.4225,-39.17560768749999,0.2283209666094567,
37.7,-38.065,-38.186183125,0.3153900639265659,
37.75,-37.717999999999996,-37.19820134999999,-0.0429925483627068,
37.8,-37.75000000000001,-37.28041094999999,0.0267921361199518,
37.85,-37.778,-37.33757575,0.0965768206026104,
37.9,-37.758,-37.287211149999976,0.1354135801262,
37.95,-37.5725,-36.80916531249997,0.21039054156379078,
38.0,-37.196,-35.863783099999985,0.2853675030013816,
38.05,-36.902,-35.183615149999994,0.1981311048217181,
38.1,-37.062,-35.57704555,0.2585619239669896,
38.15,-38.870000000000005,-40.82059374999997,0.3189927431122611,
38.2,-40.126666666666665,-44.67377916666661,-0.020324363233837,
38.25,-40.230000000000004,-45.028272499999986,-0.020324363233837,
38.3,-40.515,-46.064938624999996,0.4520502525393438,
38.35,-40.830000000000005,-47.28239525,0.4520502525393438,
38.4,-41.215,-48.76559812499997,-0.0226373499871489,
38.45,-40.84,-47.30194499999993,-0.0226373499871489,
38.5,-41.474999999999994,-49.95153012499992,1.174258840184041,
38.55,-41.355000000000004,-49.50603012499994,1.1059021411417502,
38.6,-41.555,-50.404840124999964,1.0375454420994594,
38.65,-42.34,-53.52013225000002,0.7385657564956722,
38.7,-41.845,-51.35179712500002,0.7385657564956722,
38.75,-41.760000000000005,-50.99156499999998,0.6562578679344793,
